Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Recency,Frequency,Monetary
338,2024-03-16,CUST034,Female,19,Beauty,2,50,100,2024-03,174,5,2040
339,2024-11-11,CUST027,Female,51,Clothing,5,200,1000,2024-11,50,5,4700
340,2024-10-10,CUST608,Female,20,Sports,1,50,50,2024-10,82,2,170
341,2024-07-10,CUST131,Female,22,Sports,2,100,200,2024-07,174,1,200
342,2024-06-18,CUST082,Male,52,Clothing,3,100,300,2024-06,196,1,300
343,2024-07-07,CUST554,Female,61,Beauty,1,20,20,2024-07,70,4,2240
344,2024-01-25,CUST363,Female,25,Food,5,30,150,2024-01,9,4,940
345,2024-02-13,CUST323,Female,23,Electronics,1,500,500,2024-02,322,1,500
346,2024-06-18,CUST717,Male,21,Electronics,2,30,60,2024-06,124,4,310
347,2024-12-30,CUST700,Female,19,Sports,2,200,400,2024-12,1,3,830
348,2024-01-15,CUST010,Male,56,Beauty,4,30,120,2024-01,209,5,1570
349,2024-10-31,CUST545,Female,20,Clothing,4,500,2000,2024-10,61,4,2890
350,2024-12-01,CUST352,Male,57,Beauty,1,30,30,2024-12,30,3,730
351,2024-12-03,CUST414,Male,22,Electronics,3,50,150,2024-12,28,3,450
352,2024-07-20,CUST590,Male,47,Beauty,3,20,60,2024-07,3,3,890
353,2024-05-21,CUST514,Male,45,Clothing,1,100,100,2024-05,224,3,1150
354,2024-11-15,CUST539,Female,21,Food,4,10,40,2024-11,43,3,220
355,2024-07-20,CUST174,Female,55,Clothing,4,200,800,2024-07,140,3,980
356,2024-05-05,CUST472,Male,54,Sports,2,100,200,2024-05,10,2,700
357,2024-09-20,CUST001,Female,48,Food,3,30,90,2024-09,102,2,490
358,2024-01-03,CUST343,Female,54,Beauty,2,50,100,2024-01,114,2,220
359,2024-05-20,CUST070,Male,61,Food,1,30,30,2024-05,86,6,1240
360,2024-03-12,CUST181,Female,37,Electronics,1,100,100,2024-03,232,2,1100
361,2024-03-22,CUST530,Female,50,Food,1,10,10,2024-03,4,3,470
362,2024-11-18,CUST539,Male,27,Beauty,1,30,30,2024-11,43,3,220
363,2024-04-06,CUST125,Female,51,Sports,1,200,200,2024-04,217,3,340
364,2024-12-28,CUST468,Male,51,Clothing,4,200,800,2024-12,3,3,1850
365,2024-05-13,CUST389,Male,45,Clothing,1,100,100,2024-05,232,1,100
366,2024-09-24,CUST480,Female,54,Food,5,30,150,2024-09,98,2,2650
367,2024-11-24,CUST202,Male,59,Food,4,30,120,2024-11,37,6,1410
368,2024-05-07,CUST010,Male,39,Food,4,30,120,2024-05,209,5,1570
369,2024-10-30,CUST477,Male,57,Beauty,4,50,200,2024-10,62,4,600
370,2024-04-15,CUST230,Male,40,Clothing,1,500,500,2024-04,194,4,1150
371,2024-05-29,CUST402,Female,51,Food,1,20,20,2024-05,142,6,520
372,2024-06-28,CUST313,Female,37,Electronics,1,50,50,2024-06,71,2,100
373,2024-04-11,CUST665,Female,44,Beauty,1,30,30,2024-04,17,3,730
374,2024-11-27,CUST534,Male,55,Food,2,10,20,2024-11,34,4,770
375,2024-05-25,CUST682,Male,59,Sports,4,200,800,2024-05,110,5,1690
376,2024-07-24,CUST283,Male,41,Electronics,3,30,90,2024-07,17,4,1220
377,2024-10-02,CUST419,Female,40,Food,4,10,40,2024-10,90,4,1190
378,2024-07-28,CUST048,Male,18,Food,2,30,60,2024-07,156,2,1060
379,2024-08-13,CUST075,Female,63,Sports,5,100,500,2024-08,41,4,3020
380,2024-08-05,CUST560,Male,36,Sports,5,50,250,2024-08,95,2,350
381,2024-06-09,CUST246,Female,38,Beauty,1,20,20,2024-06,121,3,2050
382,2024-05-25,CUST327,Male,40,Food,1,30,30,2024-05,113,2,180
383,2024-09-03,CUST340,Female,47,Food,4,10,40,2024-09,119,3,570
384,2024-02-14,CUST061,Male,56,Sports,5,200,1000,2024-02,86,4,2100
385,2024-06-06,CUST727,Male,54,Beauty,2,20,40,2024-06,26,4,1370
386,2024-10-24,CUST113,Female,31,Food,5,20,100,2024-10,4,6,1700
387,2024-05-02,CUST557,Female,18,Beauty,1,30,30,2024-05,5,3,480
388,2024-01-11,CUST409,Female,42,Food,2,10,20,2024-01,199,5,720
389,2024-10-13,CUST718,Male,52,Clothing,3,100,300,2024-10,61,4,2500
390,2024-12-16,CUST107,Male,61,Clothing,3,200,600,2024-12,15,1,600
391,2024-01-24,CUST790,Male,48,Electronics,4,50,200,2024-01,27,6,420
392,2024-02-10,CUST052,Male,43,Sports,5,100,500,2024-02,56,3,3060
393,2024-04-22,CUST582,Female,39,Food,4,30,120,2024-04,35,3,530
394,2024-09-24,CUST734,Female,43,Food,3,30,90,2024-09,98,3,360
395,2024-12-03,CUST023,Male,42,Clothing,4,500,2000,2024-12,28,2,2250
396,2024-11-28,CUST601,Female,46,Beauty,5,50,250,2024-11,33,8,6100
397,2024-06-12,CUST058,Female,22,Clothing,4,200,800,2024-06,52,3,2830
398,2024-09-02,CUST218,Male,34,Food,5,10,50,2024-09,120,2,2050
399,2024-12-02,CUST299,Female,63,Electronics,2,50,100,2024-12,1,6,1610
400,2024-02-23,CUST138,Female,43,Clothing,1,100,100,2024-02,17,7,1100
401,2024-09-23,CUST368,Female,49,Clothing,1,200,200,2024-09,63,6,2450
402,2024-11-10,CUST672,Female,30,Beauty,2,20,40,2024-11,51,6,1350
403,2024-07-21,CUST773,Male,60,Clothing,4,500,2000,2024-07,74,6,3500
404,2024-03-15,CUST434,Male,35,Beauty,1,50,50,2024-03,86,3,1150
405,2024-10-31,CUST716,Male,51,Food,5,30,150,2024-10,37,6,1370
406,2024-05-20,CUST247,Male,50,Clothing,3,500,1500,2024-05,37,4,4080
407,2024-06-01,CUST368,Male,51,Sports,1,200,200,2024-06,63,6,2450
408,2024-10-02,CUST334,Male,64,Electronics,5,50,250,2024-10,22,3,380
409,2024-09-24,CUST500,Male,35,Beauty,3,50,150,2024-09,98,3,630
410,2024-12-09,CUST726,Female,47,Food,3,30,90,2024-12,22,2,130
411,2024-11-22,CUST155,Female,64,Beauty,1,20,20,2024-11,39,2,170
412,2024-03-18,CUST579,Female,47,Food,2,30,60,2024-03,158,4,4210
413,2024-05-31,CUST676,Male,62,Sports,4,50,200,2024-05,4,4,460
414,2024-10-30,CUST403,Male,62,Clothing,1,500,500,2024-10,62,2,560
415,2024-03-29,CUST202,Female,39,Beauty,2,30,60,2024-03,37,6,1410
416,2024-03-05,CUST742,Female,55,Electronics,4,30,120,2024-03,160,3,640
417,2024-11-18,CUST705,Female,18,Clothing,1,100,100,2024-11,30,3,650
418,2024-06-05,CUST411,Female,23,Electronics,3,30,90,2024-06,209,2,290
419,2024-11-27,CUST290,Male,44,Sports,5,50,250,2024-11,34,4,1210
420,2024-06-05,CUST010,Female,45,Sports,4,200,800,2024-06,209,5,1570
421,2024-06-04,CUST687,Female,26,Beauty,3,30,90,2024-06,158,3,220
422,2024-09-16,CUST565,Female,21,Food,1,10,10,2024-09,59,5,3510
423,2024-10-30,CUST490,Female,27,Beauty,5,30,150,2024-10,62,3,2180
424,2024-09-05,CUST206,Male,28,Beauty,2,20,40,2024-09,117,3,290
425,2024-11-07,CUST440,Female,49,Food,3,30,90,2024-11,54,4,670
426,2024-09-20,CUST621,Male,43,Food,5,30,150,2024-09,28,5,900
427,2024-02-07,CUST195,Female,36,Sports,2,200,400,2024-02,238,2,900
428,2024-09-27,CUST636,Female,41,Clothing,2,500,1000,2024-09,95,4,3220
429,2024-09-10,CUST248,Male,33,Clothing,1,500,500,2024-09,24,5,3200
430,2024-05-17,CUST043,Male,62,Clothing,3,100,300,2024-05,111,4,650
431,2024-01-31,CUST177,Male,34,Food,4,30,120,2024-01,334,4,3180
432,2024-11-11,CUST417,Male,32,Sports,4,200,800,2024-11,30,6,2300
433,2024-03-27,CUST091,Female,54,Clothing,3,500,1500,2024-03,279,2,1800
434,2024-02-08,CUST002,Female,24,Food,3,10,30,2024-02,133,2,630
435,2024-07-14,CUST750,Male,31,Sports,2,100,200,2024-07,170,2,350
436,2024-03-02,CUST201,Female,63,Sports,5,200,1000,2024-03,42,2,1010
437,2024-05-18,CUST715,Male,37,Beauty,1,20,20,2024-05,1,5,680
438,2024-06-19,CUST274,Male,37,Sports,4,50,200,2024-06,92,3,2000
439,2024-09-04,CUST214,Female,53,Food,3,30,90,2024-09,86,6,2980
440,2024-12-07,CUST248,Male,46,Electronics,1,500,500,2024-12,24,5,3200
441,2024-05-24,CUST283,Female,28,Clothing,2,500,1000,2024-05,17,4,1220
442,2024-12-18,CUST355,Male,32,Electronics,5,30,150,2024-12,13,2,190
443,2024-05-19,CUST707,Female,38,Beauty,4,30,120,2024-05,97,4,870
444,2024-10-11,CUST657,Female,30,Clothing,1,500,500,2024-10,81,2,780
445,2024-08-06,CUST233,Male,36,Sports,5,50,250,2024-08,147,2,280
446,2024-05-16,CUST227,Male,48,Clothing,3,100,300,2024-05,9,3,1380
447,2024-08-23,CUST614,Male,28,Electronics,5,50,250,2024-08,130,1,250
448,2024-09-24,CUST396,Female,50,Food,3,20,60,2024-09,98,1,60
449,2024-05-31,CUST635,Male,49,Food,4,10,40,2024-05,191,2,190
450,2024-02-12,CUST782,Female,24,Beauty,4,50,200,2024-02,236,4,650
451,2024-10-06,CUST797,Female,35,Electronics,3,100,300,2024-10,86,3,440
452,2024-10-23,CUST457,Female,25,Electronics,5,50,250,2024-10,69,1,250
453,2024-05-16,CUST362,Male,56,Sports,2,100,200,2024-05,134,5,1280
454,2024-12-15,CUST401,Female,36,Electronics,3,30,90,2024-12,1,2,590
455,2024-08-17,CUST127,Male,23,Beauty,1,30,30,2024-08,94,4,180
456,2024-06-09,CUST286,Female,49,Beauty,4,50,200,2024-06,124,5,1120
457,2024-04-26,CUST648,Male,44,Electronics,2,30,60,2024-04,11,4,2850
458,2024-04-24,CUST307,Male,36,Food,5,20,100,2024-04,134,2,220
459,2024-08-31,CUST788,Female,61,Electronics,3,500,1500,2024-08,122,3,3530
460,2024-12-18,CUST332,Female,55,Sports,5,200,1000,2024-12,13,2,1600
461,2024-04-15,CUST740,Male,37,Food,3,30,90,2024-04,29,4,740
462,2024-07-25,CUST056,Male,46,Clothing,2,200,400,2024-07,159,2,520
463,2024-06-09,CUST601,Male,24,Electronics,4,50,200,2024-06,33,8,6100
464,2024-10-28,CUST190,Male,41,Electronics,3,50,150,2024-10,64,2,350
465,2024-12-21,CUST176,Female,35,Electronics,4,500,2000,2024-12,10,3,3540
466,2024-11-25,CUST683,Female,48,Clothing,2,100,200,2024-11,36,2,300
467,2024-07-15,CUST634,Female,42,Beauty,1,20,20,2024-07,42,5,3180
468,2024-04-18,CUST773,Male,52,Beauty,3,30,90,2024-04,74,6,3500
469,2024-04-12,CUST161,Male,18,Beauty,5,30,150,2024-04,135,4,580
470,2024-02-04,CUST382,Male,57,Food,2,30,60,2024-02,23,2,660
471,2024-04-04,CUST795,Male,49,Food,2,10,20,2024-04,9,5,480
472,2024-03-08,CUST427,Female,40,Clothing,2,100,200,2024-03,298,1,200
473,2024-11-25,CUST534,Male,25,Clothing,2,200,400,2024-11,34,4,770
474,2024-03-18,CUST075,Female,43,Electronics,4,500,2000,2024-03,41,4,3020
475,2024-06-07,CUST339,Female,33,Beauty,3,30,90,2024-06,27,3,360
476,2024-04-10,CUST020,Male,55,Beauty,4,50,200,2024-04,265,2,400
477,2024-09-17,CUST432,Female,36,Beauty,2,20,40,2024-09,2,3,270
478,2024-05-28,CUST318,Male,25,Sports,2,50,100,2024-05,173,3,600
479,2024-06-07,CUST267,Male,47,Clothing,2,100,200,2024-06,5,3,540
480,2024-06-30,CUST077,Male,52,Clothing,5,200,1000,2024-06,23,4,1950
481,2024-08-25,CUST463,Male,53,Beauty,2,20,40,2024-08,128,3,340
482,2024-12-26,CUST520,Female,23,Electronics,1,100,100,2024-12,5,3,550
483,2024-07-05,CUST038,Male,28,Electronics,5,30,150,2024-07,98,5,1640
484,2024-12-11,CUST194,Female,39,Beauty,3,50,150,2024-12,4,3,2660
485,2024-06-26,CUST351,Male,33,Clothing,2,500,1000,2024-06,188,1,1000
486,2024-06-11,CUST273,Female,27,Electronics,3,100,300,2024-06,26,4,1480
487,2024-08-20,CUST740,Male,64,Beauty,2,50,100,2024-08,29,4,740
488,2024-07-05,CUST398,Female,58,Clothing,2,100,200,2024-07,167,2,700
489,2024-06-24,CUST215,Male,37,Electronics,2,30,60,2024-06,95,3,580
490,2024-11-28,CUST647,Female,31,Food,2,20,40,2024-11,33,3,110
491,2024-12-06,CUST118,Female,23,Clothing,1,500,500,2024-12,25,4,980
492,2024-12-11,CUST439,Female,63,Electronics,1,500,500,2024-12,16,4,3320
493,2024-08-27,CUST530,Male,59,Clothing,2,200,400,2024-08,4,3,470
494,2024-12-21,CUST406,Male,54,Beauty,4,20,80,2024-12,10,4,3680
495,2024-03-16,CUST153,Female,39,Electronics,4,30,120,2024-03,160,6,2520
496,2024-05-02,CUST438,Male,47,Sports,4,100,400,2024-05,74,2,900
497,2024-10-10,CUST315,Male,61,Food,3,20,60,2024-10,72,4,370
498,2024-12-09,CUST334,Male,25,Food,5,20,100,2024-12,22,3,380
499,2024-05-10,CUST647,Male,59,Beauty,2,20,40,2024-05,33,3,110
500,2024-07-11,CUST689,Male,53,Clothing,4,200,800,2024-07,10,7,1710
501,2024-04-15,CUST290,Female,22,Clothing,1,500,500,2024-04,34,4,1210
502,2024-05-19,CUST630,Male,38,Clothing,2,100,200,2024-05,226,1,200
503,2024-06-23,CUST525,Female,52,Beauty,3,20,60,2024-06,33,5,400
504,2024-08-31,CUST258,Female,57,Electronics,2,30,60,2024-08,122,2,210
505,2024-10-07,CUST593,Male,44,Food,3,10,30,2024-10,85,2,60
506,2024-12-16,CUST663,Female,61,Electronics,2,30,60,2024-12,15,5,2910
507,2024-08-07,CUST651,Female,25,Electronics,5,30,150,2024-08,146,1,150
508,2024-10-10,CUST027,Female,46,Clothing,1,100,100,2024-10,50,5,4700
509,2024-04-21,CUST676,Female,64,Food,4,20,80,2024-04,4,4,460
510,2024-05-23,CUST468,Male,48,Sports,4,200,800,2024-05,3,3,1850
511,2024-05-19,CUST051,Male,56,Food,1,20,20,2024-05,63,3,900
512,2024-10-18,CUST349,Male,30,Beauty,2,50,100,2024-10,74,1,100
513,2024-10-25,CUST084,Male,54,Sports,4,200,800,2024-10,67,4,1020
514,2024-06-14,CUST187,Male,39,Sports,2,100,200,2024-06,91,5,2720
515,2024-07-19,CUST665,Female,37,Sports,3,100,300,2024-07,17,3,730
516,2024-05-18,CUST748,Male,51,Food,3,10,30,2024-05,227,3,200
517,2024-10-08,CUST543,Female,57,Clothing,5,100,500,2024-10,84,3,1060
518,2024-02-25,CUST139,Female,60,Electronics,2,500,1000,2024-02,310,2,1600
519,2024-04-19,CUST357,Male,60,Food,1,30,30,2024-04,256,1,30
520,2024-09-16,CUST273,Female,32,Food,4,20,80,2024-09,26,4,1480
521,2024-05-20,CUST157,Female,22,Beauty,3,50,150,2024-05,108,4,2330
522,2024-12-29,CUST432,Female,33,Sports,1,50,50,2024-12,2,3,270
523,2024-03-09,CUST532,Female,36,Food,2,30,60,2024-03,149,4,2590
524,2024-06-12,CUST226,Female,32,Food,3,30,90,2024-06,202,1,90
525,2024-11-23,CUST561,Male,18,Beauty,3,30,90,2024-11,38,3,890
526,2024-01-09,CUST138,Female,20,Sports,5,100,500,2024-01,17,7,1100
527,2024-08-22,CUST029,Female,55,Electronics,2,100,200,2024-08,39,5,1700
528,2024-05-10,CUST128,Male,28,Electronics,1,100,100,2024-05,3,4,390
529,2024-09-07,CUST260,Female,23,Sports,2,100,200,2024-09,115,2,260
530,2024-03-08,CUST470,Male,53,Clothing,3,500,1500,2024-03,298,1,1500
531,2024-05-01,CUST679,Female,22,Beauty,4,20,80,2024-05,23,5,570
532,2024-10-15,CUST241,Female,54,Clothing,5,100,500,2024-10,77,4,4100
533,2024-03-10,CUST142,Female,36,Clothing,2,100,200,2024-03,4,6,2620
534,2024-09-15,CUST183,Male,23,Food,1,30,30,2024-09,22,5,2760
535,2024-01-20,CUST564,Female,36,Food,3,20,60,2024-01,23,4,730
536,2024-12-03,CUST621,Female,40,Clothing,1,100,100,2024-12,28,5,900
537,2024-01-04,CUST753,Female,42,Sports,1,200,200,2024-01,362,1,200
538,2024-03-10,CUST611,Female,42,Beauty,4,20,80,2024-03,296,2,580
539,2024-10-21,CUST297,Female,49,Food,2,20,40,2024-10,71,3,230
540,2024-02-09,CUST695,Male,39,Clothing,1,100,100,2024-02,176,4,1170
541,2024-02-06,CUST259,Male,50,Clothing,1,100,100,2024-02,242,2,220
542,2024-08-14,CUST353,Female,39,Beauty,3,50,150,2024-08,127,3,1750
543,2024-09-19,CUST519,Male,38,Electronics,3,50,150,2024-09,103,2,650
544,2024-04-24,CUST238,Male,25,Clothing,5,100,500,2024-04,48,2,700
545,2024-01-09,CUST177,Male,31,Sports,5,100,500,2024-01,334,4,3180
546,2024-07-26,CUST693,Male,41,Sports,4,200,800,2024-07,119,5,3890
547,2024-03-12,CUST486,Female,62,Beauty,2,30,60,2024-03,63,3,490
548,2024-11-25,CUST667,Female,56,Sports,4,50,200,2024-11,36,2,240
549,2024-12-28,CUST590,Male,25,Clothing,4,200,800,2024-12,3,3,890
550,2024-01-12,CUST652,Male,50,Food,1,10,10,2024-01,6,3,70
551,2024-03-14,CUST419,Male,39,Electronics,2,50,100,2024-03,90,4,1190
552,2024-10-08,CUST372,Female,26,Clothing,5,100,500,2024-10,84,3,1000
553,2024-07-21,CUST682,Female,34,Clothing,2,200,400,2024-07,110,5,1690
554,2024-09-05,CUST039,Female,56,Electronics,2,500,1000,2024-09,117,1,1000
555,2024-08-21,CUST484,Female,59,Clothing,5,500,2500,2024-08,102,3,2730
556,2024-12-30,CUST684,Female,42,Food,1,20,20,2024-12,1,3,2120
557,2024-10-15,CUST476,Male,34,Clothing,2,200,400,2024-10,43,4,560
558,2024-12-26,CUST557,Female,36,Electronics,4,100,400,2024-12,5,3,480
559,2024-04-01,CUST595,Female,30,Sports,3,100,300,2024-04,17,4,780
560,2024-01-18,CUST397,Female,47,Clothing,3,500,1500,2024-01,195,2,1580
561,2024-07-08,CUST695,Male,38,Food,2,20,40,2024-07,176,4,1170
562,2024-03-21,CUST798,Female,27,Food,1,30,30,2024-03,285,1,30
563,2024-03-02,CUST186,Female,29,Sports,1,50,50,2024-03,194,3,500
564,2024-01-17,CUST341,Female,28,Beauty,5,20,100,2024-01,349,1,100
565,2024-05-15,CUST738,Female,50,Beauty,3,20,60,2024-05,206,3,180
566,2024-01-23,CUST619,Female,47,Electronics,1,30,30,2024-01,89,3,850
567,2024-06-20,CUST619,Male,31,Sports,4,200,800,2024-06,89,3,850
568,2024-04-21,CUST669,Male,32,Beauty,5,30,150,2024-04,180,2,230
569,2024-04-19,CUST390,Female,20,Beauty,5,20,100,2024-04,256,2,140
570,2024-04-17,CUST161,Female,55,Clothing,2,100,200,2024-04,135,4,580
571,2024-02-18,CUST477,Female,44,Beauty,1,30,30,2024-02,62,4,600
572,2024-08-26,CUST716,Male,29,Beauty,5,30,150,2024-08,37,6,1370
573,2024-06-19,CUST481,Male,50,Sports,2,200,400,2024-06,59,6,1130
574,2024-11-27,CUST531,Female,21,Electronics,3,50,150,2024-11,34,2,270
575,2024-11-08,CUST179,Female,25,Electronics,2,500,1000,2024-11,53,3,1300
576,2024-11-08,CUST270,Female,62,Clothing,5,500,2500,2024-11,53,2,2620
577,2024-10-28,CUST407,Female,36,Sports,4,200,800,2024-10,64,2,900
578,2024-12-26,CUST572,Male,64,Food,1,20,20,2024-12,5,2,820
579,2024-08-03,CUST280,Male,53,Beauty,1,50,50,2024-08,150,1,50
580,2024-08-27,CUST608,Male,61,Beauty,4,30,120,2024-08,82,2,170
581,2024-07-12,CUST406,Male,62,Clothing,5,500,2500,2024-07,10,4,3680
582,2024-01-09,CUST184,Female,21,Beauty,1,20,20,2024-01,246,2,520
583,2024-06-26,CUST463,Female,23,Clothing,1,200,200,2024-06,128,3,340
584,2024-07-17,CUST398,Female,55,Clothing,5,100,500,2024-07,167,2,700
585,2024-06-10,CUST145,Male,28,Beauty,5,20,100,2024-06,204,1,100
586,2024-01-05,CUST568,Male,50,Food,4,30,120,2024-01,41,4,870
587,2024-02-23,CUST277,Female,32,Sports,1,50,50,2024-02,94,5,380
588,2024-12-21,CUST472,Female,19,Clothing,1,500,500,2024-12,10,2,700
589,2024-09-27,CUST560,Male,38,Beauty,2,50,100,2024-09,95,2,350
590,2024-01-25,CUST518,Female,27,Clothing,2,200,400,2024-01,122,4,1250
591,2024-07-12,CUST540,Female,24,Clothing,3,100,300,2024-07,172,2,350
592,2024-07-21,CUST170,Female,38,Electronics,4,500,2000,2024-07,121,6,2940
593,2024-06-19,CUST198,Female,19,Food,3,10,30,2024-06,4,4,890
594,2024-07-23,CUST600,Female,51,Clothing,2,500,1000,2024-07,44,7,1770
595,2024-10-08,CUST746,Female,43,Sports,4,200,800,2024-10,84,1,800
596,2024-06-20,CUST186,Female,55,Clothing,2,200,400,2024-06,194,3,500
597,2024-09-08,CUST106,Female,62,Electronics,4,500,2000,2024-09,112,4,3620
598,2024-08-17,CUST763,Female,51,Beauty,2,30,60,2024-08,136,2,2060
599,2024-06-18,CUST299,Female,22,Clothing,2,500,1000,2024-06,1,6,1610
600,2024-12-06,CUST775,Male,62,Clothing,1,100,100,2024-12,18,5,2550
601,2024-12-14,CUST595,Male,41,Food,4,20,80,2024-12,17,4,780
602,2024-08-17,CUST446,Female,39,Food,4,30,120,2024-08,136,1,120
603,2024-02-26,CUST789,Female,20,Electronics,1,500,500,2024-02,153,3,1060
604,2024-04-17,CUST127,Male,18,Electronics,1,30,30,2024-04,94,4,180
605,2024-08-02,CUST053,Female,41,Clothing,3,500,1500,2024-08,151,3,2140
606,2024-02-12,CUST290,Female,62,Food,3,20,60,2024-02,34,4,1210
607,2024-11-13,CUST238,Male,50,Sports,2,100,200,2024-11,48,2,700
608,2024-08-21,CUST714,Male,38,Sports,1,200,200,2024-08,132,3,1750
609,2024-10-09,CUST296,Female,54,Food,3,10,30,2024-10,15,4,790
610,2024-07-11,CUST518,Female,56,Sports,4,100,400,2024-07,122,4,1250
611,2024-04-27,CUST053,Male,37,Food,4,10,40,2024-04,151,3,2140
612,2024-11-18,CUST094,Male,31,Beauty,2,50,100,2024-11,43,1,100
613,2024-05-01,CUST583,Female,49,Sports,1,100,100,2024-05,244,5,1400
614,2024-12-04,CUST217,Female,51,Sports,1,100,100,2024-12,27,5,1070
615,2024-08-18,CUST347,Male,44,Clothing,3,100,300,2024-08,52,2,450
616,2024-12-14,CUST138,Female,46,Beauty,3,20,60,2024-12,17,7,1100
617,2024-08-21,CUST415,Female,62,Food,2,20,40,2024-08,6,8,4170
618,2024-08-29,CUST255,Male,41,Food,3,30,90,2024-08,124,3,1040
619,2024-11-11,CUST499,Male,52,Beauty,3,50,150,2024-11,50,2,350
620,2024-05-02,CUST225,Female,59,Clothing,3,200,600,2024-05,184,4,3150
621,2024-11-03,CUST606,Male,51,Electronics,1,100,100,2024-11,58,5,1800
622,2024-06-22,CUST344,Male,62,Beauty,4,50,200,2024-06,192,3,830
623,2024-12-27,CUST198,Female,47,Sports,3,100,300,2024-12,4,4,890
624,2024-08-20,CUST002,Male,62,Sports,3,200,600,2024-08,133,2,630
625,2024-01-05,CUST220,Male,30,Food,5,30,150,2024-01,361,1,150
626,2024-03-05,CUST191,Female,25,Clothing,1,200,200,2024-03,301,1,200
627,2024-01-09,CUST416,Male,57,Clothing,3,100,300,2024-01,357,1,300
628,2024-05-05,CUST186,Female,33,Sports,1,50,50,2024-05,194,3,500
629,2024-05-02,CUST515,Male,38,Food,1,30,30,2024-05,199,2,830
630,2024-02-02,CUST368,Male,52,Electronics,5,30,150,2024-02,63,6,2450
631,2024-08-14,CUST245,Female,34,Electronics,2,30,60,2024-08,68,4,940
632,2024-11-03,CUST767,Male,32,Electronics,3,30,90,2024-11,29,4,310
633,2024-03-03,CUST727,Female,47,Clothing,3,100,300,2024-03,26,4,1370
634,2024-02-07,CUST038,Female,19,Electronics,1,500,500,2024-02,98,5,1640
635,2024-07-30,CUST461,Female,45,Sports,5,100,500,2024-07,1,8,2700
636,2024-05-01,CUST135,Female,42,Clothing,3,500,1500,2024-05,137,4,3650
637,2024-04-05,CUST300,Male,42,Food,1,10,10,2024-04,270,1,10
638,2024-01-09,CUST462,Male,31,Clothing,2,200,400,2024-01,357,1,400
639,2024-06-23,CUST519,Male,31,Sports,5,100,500,2024-06,103,2,650
640,2024-01-13,CUST306,Female,21,Sports,1,50,50,2024-01,117,4,1050
641,2024-05-26,CUST719,Female,45,Food,5,20,100,2024-05,79,3,1630
642,2024-09-06,CUST312,Male,24,Electronics,5,100,500,2024-09,58,4,730
643,2024-08-01,CUST571,Female,45,Sports,2,50,100,2024-08,38,5,850
644,2024-01-27,CUST537,Male,48,Food,5,10,50,2024-01,210,2,250
645,2024-11-27,CUST724,Male,50,Electronics,3,30,90,2024-11,34,1,90
646,2024-10-26,CUST011,Male,48,Clothing,4,500,2000,2024-10,66,2,2100
647,2024-05-10,CUST574,Male,31,Beauty,4,20,80,2024-05,42,4,830
648,2024-05-11,CUST185,Female,52,Food,1,10,10,2024-05,234,2,1010
649,2024-02-07,CUST232,Male,45,Clothing,2,500,1000,2024-02,112,2,1120
650,2024-03-14,CUST012,Male,29,Beauty,5,50,250,2024-03,292,1,250
651,2024-06-24,CUST264,Female,53,Food,4,30,120,2024-06,190,2,210
652,2024-07-24,CUST045,Male,61,Electronics,4,500,2000,2024-07,160,2,2120
653,2024-06-02,CUST110,Male,30,Beauty,1,50,50,2024-06,212,2,110
654,2024-04-21,CUST653,Male,49,Electronics,2,100,200,2024-04,1,5,1050
655,2024-10-13,CUST268,Male,44,Sports,4,200,800,2024-10,79,3,980
656,2024-02-17,CUST430,Female,53,Food,5,20,100,2024-02,54,3,1200
657,2024-12-08,CUST382,Male,32,Sports,3,200,600,2024-12,23,2,660
658,2024-01-18,CUST167,Male,23,Electronics,2,50,100,2024-01,94,3,450
659,2024-12-15,CUST757,Female,30,Beauty,1,30,30,2024-12,16,4,2060
660,2024-06-10,CUST602,Female,46,Clothing,1,100,100,2024-06,9,3,1600
661,2024-08-07,CUST676,Male,55,Food,3,30,90,2024-08,4,4,460
662,2024-05-12,CUST522,Female,24,Beauty,5,50,250,2024-05,63,3,650
663,2024-11-01,CUST415,Female,28,Clothing,2,500,1000,2024-11,6,8,4170
664,2024-11-20,CUST075,Male,22,Electronics,5,100,500,2024-11,41,4,3020
665,2024-04-12,CUST620,Female,61,Sports,4,50,200,2024-04,127,5,620
666,2024-11-06,CUST104,Male,37,Sports,5,200,1000,2024-11,24,4,1210
667,2024-09-13,CUST467,Female,21,Clothing,4,100,400,2024-09,26,4,1520
668,2024-05-25,CUST545,Male,40,Electronics,5,50,250,2024-05,61,4,2890
669,2024-12-11,CUST645,Male,63,Electronics,1,50,50,2024-12,20,1,50
670,2024-02-26,CUST745,Male,64,Beauty,1,20,20,2024-02,256,3,820
671,2024-02-26,CUST716,Female,28,Food,2,20,40,2024-02,37,6,1370
672,2024-07-04,CUST032,Male,26,Food,1,30,30,2024-07,37,3,230
673,2024-02-13,CUST182,Male,40,Food,3,30,90,2024-02,21,2,210
674,2024-09-13,CUST773,Male,31,Clothing,4,200,800,2024-09,74,6,3500
675,2024-10-24,CUST739,Female,56,Food,4,30,120,2024-10,68,4,820
676,2024-05-16,CUST207,Female,48,Beauty,4,30,120,2024-05,57,3,420
677,2024-05-20,CUST288,Female,36,Electronics,4,100,400,2024-05,33,5,980
